CvrNumber,TabulatorNum,BatchId,RecordId,BallotType,PrecinctPortion,President of the United States,Representative in Congress,City Council Member,Mayor,Measure A — Infrastructure Bond,County Assessor,County Treasurer,District Attorney,"Superior Court Judge, Seat 3",Water District Board Member,County Executive,State Senator,Measure C — Local Road Tax,School Board Director,Measure B — Advisory Vote on Library Hours
1638,1,3-1,3274,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1639,1,3-1,3276,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1640,1,3-1,3278,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1641,1,3-1,3280,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1642,1,3-1,3282,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1643,1,3-1,3284,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1644,1,3-1,3286,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1645,1,3-1,3288,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1646,1,3-1,3290,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1647,1,3-1,3292,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1648,1,3-1,3294,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1649,1,3-1,3296,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1650,1,3-1,3298,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1651,1,3-1,3300,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1652,1,3-1,3302,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1653,1,3-1,3304,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1654,1,3-1,3306,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1655,1,3-1,3308,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1656,1,3-1,3310,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1657,1,3-1,3312,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1658,1,3-1,3314,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1659,1,3-1,3316,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1660,1,3-1,3318,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1661,1,3-1,3320,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1662,1,3-1,3322,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1663,1,3-1,3324,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1664,1,3-1,3326,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1665,1,3-1,3328,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1666,1,3-1,3330,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1667,1,3-1,3332,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1668,1,3-1,3334,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1669,1,3-1,3336,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1670,1,3-1,3338,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1671,1,3-1,3340,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1672,1,3-1,3342,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1673,1,3-1,3344,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1674,1,3-1,3346,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1675,1,3-1,3348,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1676,1,3-1,3350,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1677,1,3-1,3352,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1678,1,3-1,3354,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1679,1,3-1,3356,J1-P1-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1680,1,3-1,3358,J1-P1-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1681,1,3-1,3360,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1682,1,3-1,3362,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1683,1,3-1,3364,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1684,1,3-1,3366,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1685,1,3-1,3368,J1-P1-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1686,1,3-1,3370,J1-P1-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1687,1,3-1,3372,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1688,1,3-1,3374,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1689,1,3-1,3376,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1690,1,3-1,3378,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1691,1,3-1,3380,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1692,1,3-1,3382,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1693,1,3-1,3384,J1-P1-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1694,1,3-1,3386,J1-P1-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1695,1,3-1,3388,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1696,1,3-1,3390,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1697,1,3-1,3392,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1698,1,3-1,3394,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1699,1,3-1,3396,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1700,1,3-1,3398,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1701,1,3-1,3400,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1702,1,3-1,3402,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1703,1,3-1,3404,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1704,1,3-1,3406,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1705,1,3-1,3408,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1706,1,3-1,3410,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1707,1,3-1,3412,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1708,1,3-1,3414,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1709,1,3-1,3416,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1710,1,3-1,3418,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1711,1,3-1,3420,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1712,1,3-1,3422,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1713,1,3-1,3424,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1714,1,3-1,3426,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1715,1,3-1,3428,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1716,1,3-1,3430,J1-P1-T1,Region-3,,,,,,,,,,,,,,,
1717,1,3-1,3432,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1718,1,3-1,3434,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1719,1,3-1,3436,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1720,1,3-1,3438,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1721,1,3-1,3440,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1722,1,3-1,3442,J1-P2-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1723,1,3-1,3444,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1724,1,3-1,3446,J1-P2-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1725,1,3-1,3448,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1726,1,3-1,3450,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1727,1,3-1,3452,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1728,1,3-1,3454,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1729,1,3-1,3456,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1730,1,3-1,3458,J1-P2-T1,Region-3,Carolina Jefferson (1)|Carolina Jefferson (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1731,1,3-1,3460,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1732,1,3-1,3462,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Chuck Edwards|Chuck Edwards,Anna Park|Carmen Lopez|Eva Patel|Anna Park|Carmen Lopez|Eva Patel,Nina Turner|Nina Turner,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,Yes|Yes
1733,1,3-1,3464,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1734,1,3-1,3466,J1-P2-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Alice Smith|Alice Smith,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Zohran Mamdani|Bill de Blasio|Zohran Mamdani,Yes|Yes,Linda Park|Linda Park,Sarah Hoffman|Sarah Hoffman,Rachel Kim|Rachel Kim,Yes|Yes,Chen Wei|Barbara Scott|Ahmed Hassan|Chen Wei|Barbara Scott|Ahmed Hassan,,,,Grace Lee|Henry Brown|Grace Lee|Henry Brown,Yes|Yes
1735,1,3-1,3468,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1736,1,3-1,3470,J1-P2-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2)|Carolina Jefferson (3)|Carolina Jefferson (3)|Douglas Madison (4)|Douglas Madison (4),Bill Jones|Bill Jones,David Kim|Eva Patel|Frank Nguyen|David Kim|Eva Patel|Frank Nguyen,Eric Adams|Eric Adams,No|No,,,,,,,,,Iris Martinez|James Wilson|Iris Martinez|James Wilson,No|No
1737,1,3-1,3472,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1738,1,3-1,3474,J1-P2-T1,Region-3,Write-In (1)|Write-In (1),WRITE-IN|WRITE-IN,Anna Park|Brian Foster|WRITE-IN|Anna Park|Brian Foster|WRITE-IN,Eric Adams|Eric Adams,Yes|Yes,,,,,,,,,WRITE-IN|WRITE-IN,
1739,1,3-1,3476,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1740,1,3-1,3478,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1741,1,3-1,3480,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1742,1,3-1,3482,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1743,1,3-1,3484,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1744,1,3-1,3486,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1745,1,3-1,3488,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1746,1,3-1,3490,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1747,1,3-1,3492,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1748,1,3-1,3494,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1749,1,3-1,3496,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1750,1,3-1,3498,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1751,1,3-1,3500,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1752,1,3-1,3502,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1753,1,3-1,3504,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1754,1,3-1,3506,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1755,1,3-1,3508,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1756,1,3-1,3510,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1757,1,3-1,3512,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1758,1,3-1,3514,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1759,1,3-1,3516,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1760,1,3-1,3518,J1-P2-T1,Region-3,,,,,,,,,,,,,,,
1761,1,3-1,3520,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1762,1,3-1,3522,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1763,1,3-1,3524,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1764,1,3-1,3526,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2)|Carolina Jefferson (3)|Carolina Jefferson (3),Dorothy Johnson|Dorothy Johnson,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,Grace Lee|Grace Lee,
1765,1,3-1,3528,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1766,1,3-1,3530,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1767,1,3-1,3532,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1768,1,3-1,3534,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1769,1,3-1,3536,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1770,1,3-1,3538,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1771,1,3-1,3540,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1772,1,3-1,3542,J1-P1-T1,Region-3,,,,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1773,1,3-1,3544,J1-P1-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1774,1,3-1,3546,J1-P1-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1775,1,3-1,3548,J1-P1-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1776,1,3-1,3550,J1-P1-T1,Region-3,OVERVOTE,OVERVOTE,OVERVOTE,Bill de Blasio|Eric Adams|Bill de Blasio|Eric Adams,OVERVOTE,,,,,,,,,,
1777,1,3-1,3552,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1778,1,3-1,3553,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1779,1,3-1,3556,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1780,1,3-1,3558,J1-P1-T1,Region-3,Alexandria Washington (1)|Alexandria Washington (1)|Benjamin Adams (2)|Benjamin Adams (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1781,1,3-1,3560,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
1782,1,3-1,3562,J1-P1-T1,Region-3,Benjamin Adams (1)|Benjamin Adams (1)|Alexandria Washington (2)|Alexandria Washington (2),Chuck Edwards|Chuck Edwards,Anna Park|Brian Foster|Carmen Lopez|Anna Park|Brian Foster|Carmen Lopez,Bill de Blasio|Bill de Blasio,Yes|Yes,,,,,,,,,,
